,uid,title,genre,aired,episodes,members,popularity,ranked,score
7578,9005,To Heart 2 Adnext,"['Comedy', 'Harem', 'Romance']","Sep 23, 2010 to Dec 22, 2010",2.0,3713,6479,4483.0,6.83
7580,5734,Tayutama: Kiss on My Deity,"['Harem', 'Romance', 'Supernatural']","Apr 6, 2009 to Jun 22, 2009",12.0,56278,1743,4482.0,6.83
7581,2965,Suteki Tantei Labyrinth,"['Mystery', 'Sci-Fi']","Oct 3, 2007 to Mar 26, 2008",25.0,8007,4761,4480.0,6.83
7582,1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Shounen Ai', 'Slice of Life']","Jan 9, 2005 to Mar 27, 2005",12.0,39034,2226,4479.0,6.83
7583,5940,Seiken no Blacksmith,"['Action', 'Adventure', 'Fantasy']","Oct 3, 2009 to Dec 19, 2009",12.0,129850,868,4478.0,6.83
7584,32262,Renai Boukun,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'School']","Apr 7, 2017 to Jun 23, 2017",12.0,202314,535,4477.0,6.83
7590,22377,Wonder Momo,"['Action', 'Game', 'Martial Arts', 'School']","Feb 6, 2014 to Mar 6, 2014",5.0,4674,5911,11422.0,3.7
7600,33394,Mahou Shoujo? Naria☆Girls,['Magic'],"Jul 7, 2016 to Sep 22, 2016",12.0,5585,5510,11410.0,3.83
7603,1812,Hanoka,['Sci-Fi'],"Aug 8, 2006 to Oct 31, 2006",12.0,2620,7309,11405.0,3.9
7606,35383,Yousei Land Mukashibanashi,"['Comedy', 'Historical', 'Fantasy']","Apr 10, 2017 to Jun 26, 2017",12.0,481,11086,11403.0,3.92
7608,1585,Spectral Force,"['Demons', 'Fantasy']","Nov 25, 1998 to Mar 25, 1999",2.0,1573,8513,11401.0,3.93
7612,3533,Gakuentoshi Varanoir Joukan,"['Action', 'Magic']","Oct 23, 2002 to Nov 27, 2002",2.0,1099,9322,11397.0,3.97
7616,35448,Yo! Daitouryou Trap-kun,"['Comedy', 'Parody']","Mar 15, 2017 to Mar 22, 2017",2.0,4994,5759,11393.0,3.99
7618,35730,Musekinin Galaxy☆Tylor,"['Military', 'Sci-Fi', 'Space', 'Comedy', 'Parody']","Jul 11, 2017 to Sep 26, 2017",12.0,4568,5969,11391.0,4.02
7629,2778,Generation of Chaos III: Toki no Fuuin,"['Action', 'Adventure', 'Fantasy', 'Magic']","May 21, 2003 to Jun 25, 2003",2.0,923,9682,11374.0,4.18
7631,1657,Byston Well Monogatari: Garzey no Tsubasa,"['Action', 'Fantasy']","Sep 21, 1996 to Apr 9, 1997",3.0,11606,4070,11372.0,4.19
7658,32400,KochinPa!,['Comedy'],"Dec 22, 2015 to May 25, 2016",12.0,1445,8728,11338.0,4.33
7662,17115,Pokemon Best Wishes! Season 2: Episode N,"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']","Jan 17, 2013 to Apr 18, 2013",14.0,24362,2900,4475.0,6.83
7666,2611,Panda Kopanda,"['Comedy', 'Kids']","Dec 17, 1972 to Mar 17, 1973",2.0,7221,4947,4474.0,6.83
7667,1243,Night Head Genesis,"['Sci-Fi', 'Mystery', 'Psychological', 'Supernatural', 'Drama']","Jun 17, 2006 to Dec 31, 2006",24.0,24891,2858,4472.0,6.83
7671,2231,Miyuki,"['Romance', 'School', 'Shounen']","Mar 31, 1983 to Apr 20, 1984",37.0,2465,7448,4469.0,6.83
7672,7857,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,"['Comedy', 'Historical']","Jul 1, 2009 to Jan 6, 2010",7.0,4773,5856,4468.0,6.83
7673,3836,Meiken Jolie,"['Adventure', 'Historical']","Apr 7, 1981 to Jun 22, 1982",52.0,1676,8349,4467.0,6.83
7675,3991,Mahou Shoujo-tai Arusu the Adventure,"['Adventure', 'Comedy', 'Fantasy', 'Magic']","Nov 22, 2007",6.0,4166,6178,4466.0,6.83
7683,25897,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,['Comedy'],"Jul 23, 2014",3.0,9024,4537,4462.0,6.83
7684,24629,Koufuku Graffiti,"['Slice of Life', 'Comedy', 'Seinen']","Jan 9, 2015 to Mar 27, 2015",12.0,63998,1593,4461.0,6.83
7696,30367,Lemon Home Animation Gekijou,['Comedy'],"Jul 31, 2013 to Oct 31, 2017",3.0,631,10501,11303.0,4.46
7706,6658,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,"['Comedy', 'Magic']","Mar 18, 2009 to Jul 20, 2009",13.0,549,10776,11293.0,4.48
7708,37164,Yao Shen Ji 2nd Season,"['Action', 'Adventure', 'Demons', 'Romance', 'Martial Arts', 'Fantasy']","Jan 6, 2018 to May 22, 2018",40.0,3946,6345,1648.0,7.53
7711,146,Kono Minikuku mo Utsukushii Sekai,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']","Apr 2, 2004 to Jun 18, 2004",12.0,50701,1879,4460.0,6.83
7712,1768,Kikaider 01 The Animation,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']","Nov 21, 2001 to Mar 20, 2002",4.0,2268,7639,4459.0,6.83
7715,4485,Kasei Yakyoku,"['Historical', 'Drama', 'Romance']","Mar 25, 1989 to Sep 25, 1989",4.0,1469,8683,4456.0,6.83
7717,2749,Heisei Inu Monogatari Bow,"['Adventure', 'Comedy']","Oct 14, 1993 to Sep 22, 1994",40.0,702,10235,4454.0,6.83
7718,2280,Hare Tokidoki Buta (TV),"['Comedy', 'Parody']","Jul 3, 1997 to Sep 29, 1998",61.0,868,9817,4453.0,6.83
7724,35971,Onyankopon,"['Music', 'Comedy', 'School']","Oct 6, 2017 to Dec 22, 2017",12.0,1108,9316,11287.0,4.5
7725,788,Eiken: Eikenbu yori Ai wo Komete,"['Ecchi', 'Comedy', 'Harem', 'School']","Jun 25, 2003 to Jun 23, 2004",2.0,21974,3046,11285.0,4.5
7735,20955,Peeping Life: YouTuber-kun,['Comedy'],"Aug 8, 2013 to Aug 22, 2013",4.0,437,11309,11271.0,4.54
7736,324,Kidou Keisatsu Patlabor: On Television,"['Comedy', 'Mecha', 'Police', 'Sci-Fi']","Oct 11, 1989 to Sep 26, 1990",47.0,24998,2846,1099.0,7.72
7737,150,Blood+,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']","Oct 8, 2005 to Sep 23, 2006",50.0,284268,344,1066.0,7.73
7738,1281,Gakkou no Kaidan,"['Mystery', 'Horror', 'Supernatural']","Oct 22, 2000 to Mar 25, 2001",19.0,83060,1313,1073.0,7.73
7740,2963,Minami-ke,"['Slice of Life', 'Comedy', 'School']","Oct 8, 2007 to Dec 31, 2007",13.0,138209,802,1079.0,7.73
7743,36855,Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,['Comedy'],"Nov 17, 2017 to Jan 5, 2018",24.0,7409,4909,4496.0,6.82
7744,15633,Code:Breaker OVA,"['Action', 'Ecchi', 'Comedy', 'Super Power', 'Supernatural', 'School', 'Shounen']","Dec 17, 2012 to Apr 17, 2013",3.0,24831,2866,4497.0,6.82
7745,36587,Granblue Fantasy The Animation Season 2,"['Adventure', 'Fantasy']","Oct 5, 2019 to Dec 28, 2019",12.0,31556,2494,4503.0,6.82
7747,1647,Kakugo no Susume,"['Action', 'Demons', 'Ecchi', 'Horror', 'Mecha', 'Sci-Fi', 'Super Power']","Oct 23, 1996 to Dec 18, 1996",2.0,6556,5150,11269.0,4.54
7748,33695,Kabushikigaisha Aokishouji,['Comedy'],"Apr 7, 2015",2.0,178,13767,11267.0,4.55
7757,2232,Funny Pets,['Comedy'],"Jan 11, 2006 to Mar 29, 2006",12.0,626,10496,11259.0,4.5600000000000005
7761,38935,Miru Tights,"['Ecchi', 'School']","May 11, 2019 to Jul 27, 2019",12.0,40860,2180,4510.0,6.82
7762,5395,Nekketsu Saikyou Go-Saurer,"['Action', 'Sci-Fi', 'Mecha']","Mar 3, 1993 to Feb 23, 1994",51.0,773,10038,4515.0,6.82
7763,7016,Senjou no Valkyria: SenVal Theater,['Comedy'],"Aug 5, 2009 to Apr 7, 2010",9.0,10005,4343,4519.0,6.82
7772,16692,Jigoku Youchien,"['Demons', 'Kids', 'School']","Jan 9, 2013 to Mar 26, 2013",12.0,1373,8848,11247.0,4.59
7780,36288,Glamorous Heroes,"['Action', 'Game']","Oct 7, 2017 to Dec 9, 2017",10.0,3594,6568,11237.0,4.62
7781,1102,Urda,"['Action', 'Historical', 'Military', 'Sci-Fi']","Jan 5, 2002 to Jan 5, 2003",5.0,3077,6952,11235.0,4.63
7784,34402,Love Kome: We Love Rice,['Slice of Life'],"Apr 5, 2017 to Jun 21, 2017",12.0,8605,4617,11229.0,4.63
7785,34503,KochinPa! Dainiki,['Comedy'],"Dec 6, 2016 to May 16, 2017",24.0,937,9658,11228.0,4.63
7797,35069,Sekai no Yami Zukan,"['Horror', 'Supernatural']","Apr 3, 2017 to Jun 26, 2017",13.0,17713,3388,11214.0,4.66
7798,30705,Makura no Danshi,['Slice of Life'],"Jul 14, 2015 to Sep 29, 2015",12.0,28285,2656,11213.0,4.66
7802,34771,Dynamic Chord,['Music'],"Oct 6, 2017 to Dec 22, 2017",12.0,6885,5053,11210.0,4.66
7813,31633,Sushi Police,"['Comedy', 'Police']","Jan 7, 2016 to Mar 31, 2016",13.0,11255,4137,11199.0,4.68
7822,1127,UFO Princess Valkyrie,"['Comedy', 'Ecchi', 'Magic', 'Sci-Fi']","Jul 4, 2002 to Sep 19, 2002",12.0,15463,3620,4524.0,6.82
7827,35999,Dia Horizon (Kabu),"['Action', 'Adventure', 'Magic', 'Fantasy']","Oct 3, 2017 to Dec 19, 2017",12.0,5006,5753,11195.0,4.68
7829,8663,Yokoo's 3 Animation Films,"['Psychological', 'Romance']",1964 to 1965,3.0,659,10389,11192.0,4.69
7831,3113,Pinky Street,"['Comedy', 'Slice of Life']","Jul 26, 2006",2.0,814,9935,11190.0,4.69
7833,38773,Buggy Map,['Dementia'],"Dec 9, 2014 to Apr 1, 2015",2.0,120,14931,11188.0,4.69
7836,28591,Timbre A to Z,"['Music', 'Dementia']","Jan 22, 2011 to Feb 16, 2011",26.0,470,11131,11185.0,4.7
7841,5020,Zettai Shougeki: Platonic Heart,"['Action', 'Ecchi', 'Martial Arts']","Oct 29, 2008 to Feb 25, 2009",5.0,13723,3806,11177.0,4.71
7842,38771,Wego Graphics,['Music'],"Oct 7, 2017 to Jul 6, 2018",2.0,128,14769,11176.0,4.71
7845,34411,Taishou Mebiusline: Chicchai-san,"['Historical', 'Supernatural']","Oct 6, 2017 to Dec 22, 2017",12.0,9427,4450,11173.0,4.71
7854,3112,Papillon Rose,"['Ecchi', 'Magic', 'Comedy', 'Parody']","Feb 9, 2006 to Mar 17, 2006",6.0,2781,7165,11164.0,4.72
7856,32739,JRA Hokan Keikaku,"['Action', 'Mecha']","Jun 15, 2012 to Oct 21, 2012",3.0,1977,7994,11162.0,4.72
7857,34720,In Search of Axis,['Dementia'],1989 to 1991,3.0,232,12912,11161.0,4.72
7869,39527,Try Knights,"['Sports', 'School', 'Josei']","Jul 31, 2019 to Oct 16, 2019",12.0,11976,4016,11149.0,4.74
7871,29391,Pinky Wakuwaku Tabi Stroll,['Slice of Life'],"Dec 1, 2000 to Dec 25, 2000",7.0,221,13046,11147.0,4.74
7879,33569,Re:Petit kara Hajimeru Isekai Seikatsu,"['Adventure', 'Comedy', 'Parody', 'Fantasy']","Jun 24, 2016 to Sep 23, 2016",14.0,31857,2483,4708.0,6.78
7885,1265,Yoroiden Samurai Troopers Gaiden,"['Adventure', 'Fantasy', 'Samurai', 'Shounen']","Apr 30, 1989 to Jun 1, 1989",2.0,2203,7718,4723.0,6.78
7888,1529,De:vadasy,"['Action', 'Ecchi', 'Psychological', 'Mecha']","Nov 25, 2000 to Jan 25, 2001",3.0,2039,7919,11133.0,4.76
7892,33541,Bishoujo Yuugi Unit Crane Game Girls Galaxy,"['Game', 'Space', 'Comedy']","Oct 5, 2016 to Dec 21, 2016",12.0,2572,7354,11124.0,4.77
7901,3948,Mahou Sensei Negima!: Introduction Film,"['Action', 'Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi']","Aug 25, 2004 to Mar 24, 2005",3.0,9302,4472,4746.0,6.77
7909,33975,3-Nen D-Gumi Glass no Kamen,"['Comedy', 'Parody', 'School']","Oct 3, 2016 to Dec 26, 2016",13.0,1721,8286,11107.0,4.79
7914,35818,Love Kome: We Love Rice 2nd Season,['Slice of Life'],"Oct 6, 2017 to Dec 23, 2017",12.0,3050,6980,11101.0,4.8
7918,25939,Mahou Shoujo Lyrical Nanoha ViVid,"['Action', 'Adventure', 'Magic', 'Martial Arts']","Apr 3, 2015 to Jun 19, 2015",12.0,19273,3253,4697.0,6.78
7919,2039,Mahou no Yousei Persia,"['Comedy', 'Magic']","Jul 6, 1984 to May 31, 1985",48.0,1841,8132,4800.0,6.76
7920,2038,Mahou no Star Magical Emi,"['Comedy', 'Magic', 'Shoujo', 'Slice of Life']","Jun 7, 1985 to Feb 28, 1986",38.0,2951,7047,4799.0,6.76
7921,5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,"['Magic', 'Shoujo']","Oct 2, 1991 to Dec 23, 1992",62.0,1528,8578,4798.0,6.76
7924,31096,Hibike! Euphonium: Suisougaku-bu no Nichijou,"['Comedy', 'Music', 'School']","Jun 17, 2015 to Dec 16, 2015",7.0,21236,3099,4794.0,6.76
7925,771,Ginyuu Mokushiroku Meine Liebe Wieder,"['Drama', 'Fantasy', 'Shoujo']","Jan 22, 2006 to Apr 13, 2006",13.0,5995,5344,4791.0,6.76
7926,6882,Hatsukoi Limited.: Gentei Shoujo,"['Comedy', 'Ecchi', 'School', 'Shounen']","Jul 24, 2009 to Dec 23, 2009",6.0,14006,3773,4793.0,6.76
7927,12481,Gregory Horror Show: The Second Guest,"['Mystery', 'Comedy', 'Horror', 'Demons', 'Supernatural', 'Vampire']","Apr 1, 2000 to Oct 1, 2000",25.0,1176,9187,4792.0,6.76
7932,34776,Eureka Seven AO Final Episode: One More Time - Lord Don't Slow Me Down,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi']","Jan 10, 2017 to Mar 2, 2017",5.0,5245,5648,4785.0,6.76
7933,563,DNA²,"['Comedy', 'Romance', 'Sci-Fi']","Oct 7, 1994 to Dec 23, 1994",12.0,31905,2472,4784.0,6.76
7934,33314,Digimon Universe: Appli Monsters,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Kids', 'Fantasy']","Oct 1, 2016 to Sep 30, 2017",52.0,9248,4495,4783.0,6.76
7937,7809,3-tsu no Kumo,['Dementia'],"Aug 20, 2005",3.0,1376,8833,11096.0,4.8
7940,32999,"Neko mo, Onda-ke","['Slice of Life', 'Comedy']","Apr 1, 2016 to Jun 17, 2016",12.0,406,11461,11092.0,4.8100000000000005
7945,33245,Ame-iro Cocoa in Hawaii,"['Slice of Life', 'Comedy']","Oct 2, 2016 to Dec 18, 2016",12.0,4822,5837,11083.0,4.8100000000000005
7948,34497,Death March kara Hajimaru Isekai Kyousoukyoku,"['Adventure', 'Fantasy', 'Harem']","Jan 11, 2018 to Mar 29, 2018",12.0,241616,418,4782.0,6.76
7954,29941,Million Doll,['Music'],"Jul 7, 2015 to Sep 22, 2015",11.0,9825,4376,11064.0,4.83
7956,17159,Peeping Life Specials,"['Comedy', 'Slice of Life']",2009,2.0,413,11435,11065.0,4.83
7958,36483,B-Project: Zecchou*Emotion,"['Music', 'Shoujo']","Jan 12, 2019 to Mar 30, 2019",12.0,7835,4810,4778.0,6.76
7959,2576,Araiguma Rascal,"['Drama', 'Historical', 'Slice of Life']","Jan 2, 1977 to Dec 25, 1977",52.0,1645,8390,4776.0,6.76
7961,5104,Andes Shounen Pepero no Bouken,['Adventure'],"Oct 6, 1975 to Mar 29, 1976",26.0,707,10219,4775.0,6.76
7962,1533,Ai Tenshi Densetsu Wedding Peach,"['Adventure', 'Magic', 'Comedy', 'Romance', 'Shoujo']","Apr 5, 1995 to Mar 27, 1996",51.0,16372,3528,4774.0,6.76
7963,9624,30-sai no Hoken Taiiku,"['Ecchi', 'Parody', 'Romance', 'Seinen']","Apr 7, 2011 to Jun 23, 2011",12.0,48045,1950,4773.0,6.76
7967,31139,Ame-iro Cocoa: Rainy Color e Youkoso!,"['Slice of Life', 'Comedy']","Oct 4, 2015 to Dec 20, 2015",12.0,8494,4642,11057.0,4.83
7974,34393,Room Mate,"['Harem', 'Slice of Life']","Apr 12, 2017 to Jun 28, 2017",12.0,16133,3564,11050.0,4.85
7978,5306,Tales of Symphonia The Animation: Tethe'alla-hen,"['Action', 'Adventure', 'Magic', 'Martial Arts', 'Fantasy']","Mar 25, 2010 to Feb 25, 2011",4.0,26479,2747,1551.0,7.56
7981,33871,Estima: Sense of Wonder,"['Sci-Fi', 'Cars', 'Comedy', 'Historical']","Jun 24, 2016 to 2016",13.0,388,11581,11044.0,4.85
7986,5602,Navia Dratp,['Fantasy'],"Sep 2, 2005 to Oct 27, 2005",5.0,415,11399,11037.0,4.86
8003,4266,Vie Durant,"['Sci-Fi', 'Drama', 'Vampire']","Jul 15, 2003 to Sep 2, 2003",8.0,1222,9107,11012.0,4.89
8008,31512,Love & Gift,['Slice of Life'],"Oct 30, 2014 to Nov 10, 2015",2.0,362,11741,11005.0,4.89
8013,12341,Trip Trek,"['Adventure', 'Fantasy', 'Comedy']",2003,4.0,260,12526,10993.0,4.91
8025,30079,Kirin no Otenki Mama-san,['Fantasy'],"Jun 26, 1964 to Oct 6, 1984",12.0,267,12455,10969.0,4.93
8026,29395,Fafa Movie,['Slice of Life'],"Mar 10, 2010 to Jan 24, 2011",2.0,182,13699,10967.0,4.93
8028,7721,Yans! Gans! Meat or Die,"['Adventure', 'Comedy']","Oct 2, 2009 to 2010",12.0,270,12421,10962.0,4.94
8035,30152,au x Rope,"['Slice of Life', 'Comedy']","Jul 10, 2012 to Aug 31, 2012",3.0,222,13068,10952.0,4.94
8038,2467,3 Choume no Tama: Uchi no Tama Shirimasen ka?,['Adventure'],"Nov 21, 1988 to Sep 25, 1994",36.0,1540,8552,4772.0,6.76
8041,29087,Wangpai Yushi,"['Comedy', 'Fantasy', 'School', 'Shounen', 'Supernatural']","Jun 27, 2014 to Jan 20, 2016",39.0,2623,7313,4771.0,6.77
8047,22345,Funny Pets 2nd Season,['Comedy'],"Oct 9, 2006 to Dec 25, 2006",12.0,222,13031,10941.0,4.95
8049,35204,The King of Fighters: Destiny,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Romance']","Aug 3, 2017 to Jan 4, 2018",24.0,2772,7182,4768.0,6.77
8052,9777,Umacha,['Slice of Life'],"Mar 5, 2001 to May 18, 2001",2.0,1532,8582,10938.0,4.96
8053,39456,Sounan Desu ka?,"['Adventure', 'Comedy', 'Seinen']","Jul 2, 2019 to Sep 17, 2019",12.0,76554,1415,4766.0,6.77
8057,1103,Shinkon Gattai Godannar!!,"['Ecchi', 'Comedy', 'Mecha', 'Romance', 'Sci-Fi']","Oct 1, 2003 to Dec 24, 2003",13.0,12283,3975,4764.0,6.77
8059,1247,Project BLUE Chikyuu SOS,"['Sci-Fi', 'Adventure', 'Comedy', 'Shounen']","Jul 2, 2006 to Dec 3, 2006",6.0,2642,7294,4762.0,6.77
8060,25285,Seireitsukai no Blade Dance Specials,"['Action', 'Supernatural', 'Ecchi', 'Fantasy', 'School']","Oct 8, 2014 to Mar 4, 2015",6.0,26074,2774,4763.0,6.77
8062,3265,Princess Tutu Recaps,"['Magic', 'Romance', 'Comedy']","Dec 27, 2002 to May 16, 2003",3.0,4960,5766,4761.0,6.77
8068,37571,Senjuushi,"['Action', 'Military']","Jul 3, 2018 to Sep 25, 2018",12.0,10026,4346,10919.0,4.97
8069,9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Romance']","Apr 4, 2011 to Jun 20, 2011",12.0,69585,1509,4758.0,6.77
8071,1597,Panyo Panyo Di Gi Charat,['Comedy'],"Jan 5, 2002 to Apr 3, 2003",48.0,4131,6200,4759.0,6.77
8072,28819,Okusama ga Seitokaichou!,"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']","Jul 2, 2015 to Sep 17, 2015",12.0,175500,623,4757.0,6.77
8089,33904,Suntory CMs,['Slice of Life'],"Mar 28, 2014 to Jul 9, 2014",8.0,854,9862,10902.0,4.99
8094,35224,Mobile Suit Gundam: Twilight Axis,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']","Jun 23, 2017 to Sep 1, 2017",6.0,7382,4913,10897.0,4.99
8096,22729,Aldnoah.Zero,"['Action', 'Military', 'Sci-Fi', 'Mecha']","Jul 6, 2014 to Sep 21, 2014",12.0,379847,234,1649.0,7.52
8101,435,Magic Knight Rayearth,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'Shoujo']","Oct 17, 1994 to Mar 13, 1995",20.0,47147,1975,1699.0,7.51
8108,142,Kamikaze Kaitou Jeanne,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']","Feb 13, 1999 to Jan 29, 2000",44.0,41001,2151,1697.0,7.51
8112,15613,Hakkenden: Touhou Hakken Ibun,"['Action', 'Demons', 'Supernatural', 'Fantasy', 'Shoujo']","Jan 6, 2013 to Mar 31, 2013",13.0,85467,1272,1695.0,7.51
8113,600,Legend of Duo,"['Supernatural', 'Drama', 'Vampire', 'Shounen Ai']","Apr 21, 2005 to Jun 27, 2005",12.0,9341,4464,10884.0,5.0
8117,2608,Wangan Midnight,"['Action', 'Cars', 'Seinen', 'Sports']","Jun 15, 2007 to Sep 13, 2008",26.0,19425,3236,1746.0,7.5
8119,10003,Kago Shintarou Anime Sakuhin Shuu,"['Comedy', 'Dementia', 'Horror', 'Seinen']",2008,15.0,3438,6677,10882.0,5.0
8125,36040,Knights of the Zodiac: Saint Seiya,"['Sci-Fi', 'Adventure', 'Fantasy', 'Shounen']","Jul 19, 2019 to 2020",12.0,10146,4312,10869.0,5.01
8148,8959,Nanchatte!,"['Parody', 'Comedy']","May 14, 2010",2.0,210,13205,10857.0,5.02
8151,32526,Love Live! Sunshine!!,"['Music', 'Slice of Life', 'School']","Jul 2, 2016 to Sep 24, 2016",13.0,113469,999,1799.0,7.48
8154,207,Lodoss-tou Senki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']","Jun 30, 1990 to Nov 23, 1991",13.0,44255,2054,1798.0,7.48
8155,10209,Kore wa Zombie Desu ka? OVA,"['Action', 'Harem', 'Comedy', 'Supernatural', 'Magic', 'Ecchi']","Jun 10, 2011 to Apr 24, 2012",2.0,104730,1062,1797.0,7.48
8156,36903,Kengan Ashura,"['Action', 'Martial Arts']","Jul 31, 2019",12.0,27660,2730,1796.0,7.48
8158,1021,Kaikan Phrase,"['Drama', 'Music', 'Romance', 'Shoujo']","Apr 20, 1999 to Mar 25, 2000",44.0,10304,4284,1795.0,7.48
8160,35413,Imouto sae Ireba Ii.,"['Comedy', 'Romance']","Oct 8, 2017 to Dec 24, 2017",12.0,170343,644,1794.0,7.48
8161,36884,Hisone to Maso-tan,"['Military', 'Comedy', 'Drama', 'Fantasy']","Apr 13, 2018 to Jun 29, 2018",12.0,52218,1846,1793.0,7.48
8163,1852,Hidamari Sketch,"['Slice of Life', 'Comedy', 'School', 'Seinen']","Jan 12, 2007 to Mar 30, 2007",12.0,59917,1666,1792.0,7.48
8166,35889,Hakata Tonkotsu Ramens,['Action'],"Jan 12, 2018 to Mar 30, 2018",12.0,99011,1108,1790.0,7.48
8167,551,Grappler Baki: Saidai Tournament-hen,"['Action', 'Martial Arts', 'Shounen', 'Sports']","Jul 24, 2001 to Dec 25, 2001",24.0,31188,2510,1789.0,7.48
8168,287,Grappler Baki (TV),"['Action', 'Sports', 'Martial Arts', 'Shounen']","Jan 9, 2001 to Jun 26, 2001",24.0,53837,1798,1788.0,7.48
8174,36491,Doupo Cangqiong,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Romance']","Jan 7, 2017 to Apr 1, 2017",12.0,4097,6245,1784.0,7.48
8181,3513,Tanjou: Debut,"['Slice of Life', 'Romance', 'Supernatural']","Oct 21, 1994 to Dec 21, 1994",2.0,699,10241,10842.0,5.04
8189,765,Chou Henshin Cosprayers Specials,"['Adventure', 'Magic', 'Comedy', 'Sci-Fi']","Jul 16, 2004 to Jul 26, 2004",3.0,1797,8188,10833.0,5.04
8194,36632,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,"['Comedy', 'Romance', 'Ecchi']","Oct 10, 2018 to Dec 19, 2018",10.0,68689,1530,10824.0,5.05
8203,29865,BAR Kiraware Yasai,['Comedy'],"Apr 7, 2015 to Jun 30, 2015",13.0,2258,7656,10815.0,5.05
8207,9810,Nyani ga Nyandaa Nyandaa Kamen,"['Comedy', 'Kids']","Feb 6, 2000 to Sep 30, 2001",83.0,425,11349,4756.0,6.77
8208,34580,Nana Maru San Batsu,"['Game', 'School', 'Seinen']","Jul 5, 2017 to Sep 20, 2017",12.0,56074,1749,4755.0,6.77
8210,40031,Mugyutto! Black Clover,"['Comedy', 'Magic', 'Fantasy', 'Shounen']","Jul 1, 2019 to Aug 19, 2019",8.0,4155,6284,4753.0,6.77
8212,28817,Mikagura Gakuen Kumikyoku (TV),"['Action', 'Comedy', 'School', 'Shoujo Ai']","Apr 7, 2015 to Jun 23, 2015",12.0,69953,1503,4751.0,6.77
8215,1355,Makyuu Senjou,"['Action', 'Sci-Fi']","Mar 22, 1991 to May 25, 1991",2.0,698,10250,10809.0,5.06
8219,1560,Choujin Gakuen Gowcaizer: The Voltage Fighters,"['Action', 'Sci-Fi', 'Ecchi', 'Martial Arts', 'Shounen']","Sep 27, 1996 to Jan 31, 1997",3.0,2600,7331,10803.0,5.06
8229,38545,Han Solo/Star Wars Story,['Sci-Fi'],"Oct 17, 2018",2.0,267,12464,10793.0,5.07
8241,17163,Peeping Life: The Perfect Evolution Specials,"['Slice of Life', 'Comedy']","Jan 27, 2011",3.0,368,11702,10771.0,5.09
8244,2362,Run=Dim,"['Action', 'Mecha', 'Sci-Fi']","Apr 1, 2001 to Jun 24, 2001",13.0,1612,8443,10772.0,5.09
8250,35156,High & Low: G-Sword,"['Action', 'Drama', 'Shounen']","Mar 27, 2017 to Mar 31, 2017",5.0,370,11678,10759.0,5.1
8251,1855,JaJa Uma! Quartet,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']","May 21, 1997 to Sep 26, 1997",2.0,1206,9140,10760.0,5.1
8254,2967,Saishuu Shiken Kujira,"['Comedy', 'Ecchi', 'Mystery', 'School', 'Supernatural']","Aug 25, 2007 to Nov 10, 2007",12.0,4247,6128,10753.0,5.11
8259,36018,Dia Horizon,"['Game', 'Parody']","Aug 10, 2017 to Aug 21, 2017",3.0,430,11327,10744.0,5.11
8261,32830,Chou Shounen Tanteidan Neo,['Mystery'],"Jan 2, 2017 to Mar 27, 2017",13.0,2166,7761,10743.0,5.11
8262,15533,Yakimochi Caprice,['Slice of Life'],"Dec 17, 2011 to Apr 9, 2012",2.0,643,10453,10741.0,5.12
8265,5311,Astroganger,"['Action', 'Mecha', 'Sci-Fi']","Oct 4, 1972 to Mar 28, 1973",26.0,848,9863,4777.0,6.76
